loai_hinh,gia_ban,log_gia_ban,gia_m2,dien_tich,chieu_ngang,dien_tich_su_dung,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,giay_to_phap_ly,dac_diem,quan,room_density,bath_density,area_per_floor,frontage_density,desc_length,price_zscore_district,price_percentile_district
"Nhà ngõ, hẻm",4.7,1.7404661748405044,111.9,42.0,4.2,42.0,2,3,2,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Go Vap,0.047619047619047616,0.07142857142857142,21.0,0.1,794,-0.3489242042773301,0.2708533077660594
"Nhà ngõ, hẻm",7.3,2.1162555148025524,135.19,54.0,4.0,54.0,1,1,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.018518518518518517,0.018518518518518517,27.0,0.07407407407407407,190,-0.02631320499553607,0.6457334611697028
"Nhà mặt phố, mặt tiền",6.05,1.9530276168241771,177.94,34.0,3.2,34.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.058823529411764705,0.058823529411764705,17.0,0.09411764705882353,260,-0.18141464695793708,0.4964046021093001
"Nhà ngõ, hẻm",8.19,2.2181159363675955,138.81,59.0,4.0,59.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06779661016949153,0.05084745762711865,19.666666666666668,0.06779661016949153,591,0.0841190216816934,0.7417305848513902
"Nhà ngõ, hẻm",4.9,1.7749523509116738,140.0,35.0,3.2,70.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05714285714285714,0.05714285714285714,35.0,0.09142857142857143,603,-0.3241079735633459,0.30860498561840843
"Nhà ngõ, hẻm",5.96,1.9401794743463283,87.65,68.0,4.0,68.0,3,3,3,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.04411764705882353,0.04411764705882353,22.666666666666668,0.058823529411764705,732,-0.19258195077922993,0.4748322147651007
"Nhà ngõ, hẻm",7.8,2.174751721484161,139.29,56.0,4.0,56.0,4,3,4,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07142857142857142,0.05357142857142857,14.0,0.07142857142857142,786,0.03572737178942433,0.7075743048897412
"Nhà ngõ, hẻm",5.5,1.8718021769015913,171.88,32.0,3.2,96.0,3,3,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.09375,0.09375,32.0,0.1,158,-0.2496592814213935,0.39417545541706617
"Nhà ngõ, hẻm",8.5,2.2512917986064953,141.67,60.0,4.0,60.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,20.0,0.06666666666666667,445,0.12258417928836891,0.7630632790028763
"Nhà ngõ, hẻm",5.0,1.791759469228055,166.67,30.0,3.0,90.0,3,3,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1,0.1,30.0,0.1,385,-0.3116998582063539,0.33485139022051774
"Nhà ngõ, hẻm",2.97,1.3787660946990992,165.0,18.0,4.0,54.0,3,2,3,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.16666666666666666,0.1111111111111111,18.0,0.2222222222222222,461,-0.5635845999532931,0.06375838926174497
"Nhà ngõ, hẻm",3.49,1.501852701754163,87.25,40.0,4.0,40.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.05,0.075,13.333333333333334,0.1,100,-0.49906240009693426,0.1079817833173538
"Nhà ngõ, hẻm",9.49,2.3504224224082058,135.57,70.0,5.3,140.0,3,2,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.04285714285714286,0.02857142857142857,70.0,0.0757142857142857,304,0.24542452132259054,0.8312559923298178
"Nhà ngõ, hẻm",6.0,1.9459101490553132,85.71,70.0,4.0,70.0,3,2,3,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Go Vap,0.04285714285714286,0.02857142857142857,23.333333333333332,0.05714285714285714,258,-0.1876187046364331,0.4914908916586769
"Nhà ngõ, hẻm",3.9,1.589235205116581,147.17,26.5,5.06,50.0,3,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.11320754716981132,0.07547169811320754,25.0,0.19094339622641507,437,-0.4481891271332668,0.16311121764141898
Nhà biệt thự,8.49,2.2502386126218363,77.18,110.0,5.5,110.0,4,4,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.03636363636363636,0.03636363636363636,36.666666666666664,0.05,441,0.12134336775266974,0.7571907957813998
"Nhà ngõ, hẻm",7.9,2.186051276738094,125.4,63.0,4.5,63.0,4,5,4,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.06349206349206349,0.07936507936507936,15.75,0.07142857142857142,489,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",7.9,2.186051276738094,141.07,56.0,4.0,220.0,4,5,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.07142857142857142,0.08928571428571429,55.0,0.07142857142857142,492,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",7.8,2.174751721484161,120.0,65.0,3.0,180.0,7,6,5,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1076923076923077,0.09230769230769231,36.0,0.046153846153846156,379,0.03572737178942433,0.7075743048897412
"Nhà ngõ, hẻm",4.25,1.6582280766035324,79.14,53.7,4.4,53.7,2,1,1,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.037243947858472994,0.018621973929236497,53.7,0.08193668528864059,300,-0.4047607233837945,0.20985139022051774
"Nhà ngõ, hẻm",5.68,1.8991179875485544,111.37,51.0,4.0,100.0,2,3,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.0392156862745098,0.058823529411764705,50.0,0.0784313725490196,244,-0.22732467377880777,0.4228187919463087
"Nhà ngõ, hẻm",4.95,1.7833912195575383,123.75,40.0,4.0,85.0,4,3,3,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.1,0.075,28.333333333333332,0.1,279,-0.3179039158848499,0.3173537871524449
"Nhà ngõ, hẻm",8.6,2.2617630984737906,130.3,66.0,4.5,264.0,5,6,4,Nội thất cao cấp,Đã có sổ,Hiện trạng khác,Go Vap,0.07575757575757576,0.09090909090909091,66.0,0.06818181818181818,704,0.13499229464536094,0.7776845637583892
"Nhà mặt phố, mặt tiền",11.7,2.5416019934645457,121.88,96.0,4.0,96.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.041666666666666664,0.03125,32.0,0.041666666666666664,388,0.5196438707121154,0.8854266538830298
"Nhà ngõ, hẻm",5.5,1.8718021769015913,122.22,45.0,4.0,45.0,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.044444444444444446,0.06666666666666667,15.0,0.08888888888888889,360,-0.2496592814213935,0.39417545541706617
"Nhà ngõ, hẻm",4.3,1.667706820558076,89.58,48.0,4.0,96.0,3,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.0625,0.041666666666666664,48.0,0.08333333333333333,205,-0.39855666570529846,0.21428571428571427
"Nhà ngõ, hẻm",4.0,1.6094379124341003,114.29,35.0,4.0,35.0,2,3,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.05714285714285714,0.08571428571428572,17.5,0.11428571428571428,385,-0.4357810117762747,0.18264621284755514
"Nhà ngõ, hẻm",7.8,2.174751721484161,121.88,64.0,4.5,64.0,3,3,4,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.046875,0.046875,16.0,0.0703125,544,0.03572737178942433,0.7075743048897412
"Nhà ngõ, hẻm",7.65,2.157559320943788,186.59,41.0,4.5,41.0,4,3,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.0975609756097561,0.07317073170731707,8.2,0.10975609756097561,953,0.017115198753936276,0.6897171620325983
"Nhà ngõ, hẻm",7.0,2.0794415416798357,107.69,65.0,4.0,195.0,4,4,4,Hoàn thiện cơ bản,Đã có sổ,Nhà nở hậu,Go Vap,0.06153846153846154,0.06153846153846154,48.75,0.06153846153846154,280,-0.0635375510665123,0.6187679769894535
"Nhà ngõ, hẻm",10.5,2.4423470353692043,163.04,64.4,4.0,64.4,2,3,3,Không rõ,Không rõ,Không rõ,Go Vap,0.03105590062111801,0.046583850931677016,21.46666666666667,0.06211180124223602,165,0.3707464864282105,0.8603787152444871
"Nhà ngõ, hẻm",24.0,3.2188758248682006,200.0,120.0,5.6,120.0,9,6,7,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.075,0.05,17.142857142857142,0.04666666666666666,576,2.0458420596221414,0.9803451581975072
"Nhà ngõ, hẻm",3.65,1.536867219599265,130.36,28.0,4.0,28.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Hiện trạng khác,Go Vap,0.07142857142857142,0.07142857142857142,14.0,0.14285714285714285,236,-0.479209415525747,0.12775647171620327
"Nhà ngõ, hẻm",2.1,1.1314021114911006,95.45,22.0,4.0,22.0,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.09090909090909091,0.09090909090909091,7.333333333333333,0.18181818181818182,300,-0.6715352035591241,0.02109300095877277
"Nhà ngõ, hẻm",3.4,1.4816045409242156,170.0,20.0,5.0,20.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1,0.1,10.0,0.25,360,-0.5102297039182272,0.10198945349952061
"Nhà mặt phố, mặt tiền",14.0,2.70805020110221,215.38,65.0,4.2,65.0,6,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.09230769230769231,0.046153846153846156,21.666666666666668,0.06461538461538462,154,0.8050305239229333,0.9289309683604986
"Nhà mặt phố, mặt tiền",8.8,2.2823823856765264,169.23,52.0,4.0,52.0,3,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.057692307692307696,0.057692307692307696,17.333333333333332,0.07692307692307693,300,0.15980852535934525,0.7935043144774688
"Nhà ngõ, hẻm",4.0,1.6094379124341003,76.19,52.5,3.5,110.0,2,2,1,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.0380952380952381,0.0380952380952381,110.0,0.06666666666666667,209,-0.4357810117762747,0.18264621284755514
"Nhà ngõ, hẻm",7.7,2.1633230256605382,148.08,52.0,4.0,52.0,3,4,4,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.057692307692307696,0.07692307692307693,13.0,0.07692307692307693,353,0.023319256432432295,0.6947507190795782
"Nhà ngõ, hẻm",5.7,1.9021075263969205,150.0,38.0,3.5,38.0,4,3,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.10526315789473684,0.07894736842105263,12.666666666666666,0.09210526315789473,50,-0.22484305070740931,0.4284515819750719
"Nhà mặt phố, mặt tiền",14.0,2.70805020110221,179.72,77.9,3.8,245.5,9,6,4,Nội thất đầy đủ,Đã có sổ,Không rõ,Go Vap,0.11553273427471115,0.07702182284980744,61.375,0.048780487804878044,83,0.8050305239229333,0.9289309683604986
"Nhà ngõ, hẻm",7.28,2.1138429683971682,182.0,40.0,4.0,40.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.075,0.075,13.333333333333334,0.1,570,-0.02879482806693443,0.6424976030680729
"Nhà ngõ, hẻm",8.68,2.2700619012884857,173.6,50.0,4.0,50.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.08,0.06,16.666666666666668,0.08,362,0.1449187869309546,0.7833173537871524
"Nhà ngõ, hẻm",6.579,2.025381264829892,156.64,42.0,4.0,42.0,1,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.023809523809523808,0.07142857142857142,14.0,0.09523809523809523,166,-0.11577571671944897,0.5476989453499521
"Nhà ngõ, hẻm",4.2,1.6486586255873816,116.67,36.0,3.0,36.0,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.08333333333333333,12.0,0.08333333333333333,240,-0.4109647810622905,0.20469798657718122
"Nhà ngõ, hẻm",4.1,1.62924053973028,78.85,52.0,4.0,52.0,3,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.057692307692307696,0.038461538461538464,17.333333333333332,0.07692307692307693,71,-0.42337289641928266,0.19283317353787152
"Nhà ngõ, hẻm",3.75,1.55814461804655,125.0,30.0,4.0,30.0,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.1,10.0,0.13333333333333333,131,-0.4668013001687549,0.1433365292425695
"Nhà ngõ, hẻm",6.1,1.9600947840472698,112.96,54.0,3.6,108.0,2,3,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.037037037037037035,0.05555555555555555,54.0,0.06666666666666667,502,-0.17521058927944105,0.4983221476510067
"Nhà mặt phố, mặt tiền",12.0,2.5649493574615367,213.52,56.2,4.0,48.9,5,6,3,Hoàn thiện cơ bản,Đã có sổ,Mặt tiền,Go Vap,0.0889679715302491,0.10676156583629892,16.3,0.07117437722419928,426,0.5568682167830917,0.8945349952061361
"Nhà ngõ, hẻm",1.9,1.0647107369924282,105.56,18.0,3.0,18.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.05555555555555555,0.16666666666666666,6.0,0.16666666666666666,112,-0.6963514342731084,0.012104506232023011
"Nhà ngõ, hẻm",1.1,0.7419373447293773,110.0,10.0,3.0,10.0,1,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.1,0.3,3.3333333333333335,0.3,276,-0.795616357129045,0.0021572387344199425
"Nhà ngõ, hẻm",8.2,2.2192034840549946,101.99,80.4,4.0,80.4,3,4,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.03731343283582089,0.04975124378109452,40.2,0.04975124378109452,546,0.08535983321739259,0.7447267497603068
"Nhà ngõ, hẻm",6.95,2.0731719286662407,165.48,42.0,4.2,160.0,3,4,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.07142857142857142,0.09523809523809523,40.0,0.1,389,-0.0697416087450083,0.6065436241610739
"Nhà ngõ, hẻm",4.25,1.6582280766035324,157.41,27.0,3.0,54.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Go Vap,0.07407407407407407,0.07407407407407407,18.0,0.1111111111111111,555,-0.4047607233837945,0.20985139022051774
"Nhà ngõ, hẻm",10.95,2.4807312783775197,93.59,117.0,5.0,190.0,5,3,1,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.042735042735042736,0.02564102564102564,190.0,0.042735042735042736,272,0.4265830055346748,0.8710450623202302
"Nhà ngõ, hẻm",4.1,1.62924053973028,135.31,30.3,3.3,60.0,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.066006600660066,0.066006600660066,20.0,0.1089108910891089,309,-0.42337289641928266,0.19283317353787152
"Nhà ngõ, hẻm",6.98,2.0769384114617173,112.22,62.2,4.0,169.0,4,5,4,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06430868167202572,0.08038585209003216,42.25,0.06430868167202572,429,-0.06601917413791066,0.611816874400767
"Nhà ngõ, hẻm",7.8,2.174751721484161,125.81,62.0,4.0,62.0,8,6,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.12903225806451613,0.0967741935483871,20.666666666666668,0.06451612903225806,788,0.03572737178942433,0.7075743048897412
"Nhà ngõ, hẻm",4.0,1.6094379124341003,97.8,40.9,5.0,81.8,2,2,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Go Vap,0.0488997555012225,0.0488997555012225,40.9,0.12224938875305624,978,-0.4357810117762747,0.18264621284755514
"Nhà ngõ, hẻm",7.9,2.186051276738094,103.95,76.0,4.0,76.0,3,4,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.039473684210526314,0.05263157894736842,25.333333333333332,0.05263157894736842,806,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",6.9,2.066862759472976,133.72,51.6,3.8,76.0,2,1,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.03875968992248062,0.01937984496124031,25.333333333333332,0.07364341085271317,387,-0.07594566642350432,0.5987535953978907
"Nhà ngõ, hẻm",4.5,1.7047480922384253,104.41,43.1,4.0,42.3,2,2,2,Không rõ,Đã có sổ,Không rõ,Go Vap,0.04640371229698376,0.04640371229698376,21.15,0.09280742459396751,305,-0.3737404349913143,0.24388782358581015
"Nhà ngõ, hẻm",7.435,2.1323897159979315,140.28,53.0,3.5,150.0,4,4,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07547169811320754,0.07547169811320754,50.0,0.0660377358490566,878,-0.009562249263596789,0.6548418024928092
"Nhà ngõ, hẻm",4.68,1.7369512327330598,187.2,25.0,3.0,25.0,3,3,4,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Go Vap,0.12,0.12,6.25,0.12,385,-0.3514058273487286,0.2634228187919463
"Nhà ngõ, hẻm",5.8,1.916922612182061,128.89,45.0,5.5,132.0,3,4,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.08888888888888889,44.0,0.12222222222222222,252,-0.21243493535041727,0.4422339405560882
"Nhà mặt phố, mặt tiền",14.0,2.70805020110221,186.17,75.2,4.0,75.2,3,3,4,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.03989361702127659,0.03989361702127659,18.8,0.05319148936170213,383,0.8050305239229333,0.9289309683604986
"Nhà ngõ, hẻm",5.2,1.8245492920510458,98.3,52.9,4.0,98.8,3,2,1,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.05671077504725898,0.03780718336483932,98.8,0.07561436672967864,478,-0.28688362749236973,0.3533077660594439
Nhà phố liền kề,9.75,2.374905754573672,168.39,57.9,4.0,196.0,5,4,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.08635578583765112,0.0690846286701209,49.0,0.0690846286701209,1109,0.2776856212507699,0.8426414189837008
"Nhà ngõ, hẻm",13.9,2.7013612129514133,115.83,120.0,4.0,120.0,6,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,40.0,0.03333333333333333,123,0.7926224085659412,0.9238974113135187
"Nhà ngõ, hẻm",5.2,1.8245492920510458,104.0,50.0,4.0,50.0,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.04,0.04,16.666666666666668,0.08,104,-0.28688362749236973,0.3533077660594439
"Nhà ngõ, hẻm",5.75,1.9095425048844383,119.79,48.0,4.0,48.0,2,2,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.041666666666666664,0.041666666666666664,24.0,0.08333333333333333,191,-0.2186389930289133,0.4333652924256951
"Nhà mặt phố, mặt tiền",10.5,2.4423470353692043,105.0,100.0,4.0,100.0,1,3,3,Không rõ,Đã có sổ,Mặt tiền,Go Vap,0.01,0.03,33.333333333333336,0.04,206,0.3707464864282105,0.8603787152444871
"Nhà ngõ, hẻm",4.3,1.667706820558076,107.5,40.0,4.0,40.0,3,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.075,0.075,13.333333333333334,0.1,151,-0.39855666570529846,0.21428571428571427
"Nhà ngõ, hẻm",4.3,1.667706820558076,93.48,46.0,4.0,46.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.043478260869565216,0.06521739130434782,15.333333333333334,0.08695652173913043,169,-0.39855666570529846,0.21428571428571427
"Nhà ngõ, hẻm",3.6,1.5260563034950494,100.0,36.0,3.3,36.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.05555555555555555,12.0,0.09166666666666666,319,-0.485413473204243,0.12272291466922339
"Nhà ngõ, hẻm",2.05,1.11514159061932,146.43,14.0,2.5,27.0,2,1,2,Nội thất cao cấp,Đã có sổ,Hiện trạng khác,Go Vap,0.14285714285714285,0.07142857142857142,13.5,0.17857142857142858,233,-0.6777392612376203,0.019175455417066157
"Nhà ngõ, hẻm",3.49,1.501852701754163,145.42,24.0,4.0,24.0,2,1,2,Không rõ,Đã có sổ,Không rõ,Go Vap,0.08333333333333333,0.041666666666666664,12.0,0.16666666666666666,237,-0.49906240009693426,0.1079817833173538
"Nhà mặt phố, mặt tiền",14.8,2.760009940032921,132.74,111.5,4.5,111.5,3,3,1,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.026905829596412557,0.026905829596412557,111.5,0.04035874439461883,81,0.9042954467788701,0.9385186960690316
"Nhà ngõ, hẻm",4.46,1.6974487897568138,96.96,46.0,3.0,46.0,2,2,1,Hoàn thiện cơ bản,Đã có sổ,Không rõ,Go Vap,0.043478260869565216,0.043478260869565216,46.0,0.06521739130434782,672,-0.3787036811341111,0.23597794822627038
"Nhà ngõ, hẻm",6.5,2.0149030205422647,120.37,54.0,4.9,54.0,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05555555555555555,0.05555555555555555,18.0,0.09074074074074075,463,-0.12557812785147268,0.5358341323106424
Nhà phố liền kề,7.5,2.1400661634962708,127.12,59.0,4.0,59.0,6,3,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.1016949152542373,0.05084745762711865,14.75,0.06779661016949153,246,-0.0014969742815518871,0.6705417066155321
"Nhà ngõ, hẻm",0.89,0.636576829071551,89.0,10.0,2.0,30.0,2,2,2,Không rõ,Khác,Không rõ,Go Vap,0.2,0.2,15.0,0.2,738,-0.8216733993787284,0.0010786193672099713
Nhà biệt thự,23.1,3.1822118404966093,165.0,140.0,7.0,186.36,4,3,2,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.02857142857142857,0.02142857142857143,93.18,0.05,617,1.9341690214092127,0.9769894534995206
"Nhà ngõ, hẻm",8.7,2.272125885509337,217.5,40.0,5.2,40.0,3,3,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.075,0.075,8.0,0.13,252,0.147400410002353,0.7861936720997124
"Nhà ngõ, hẻm",3.368,1.4743052384426039,127.58,26.4,3.1,26.4,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.07575757575757576,0.11363636363636365,8.799999999999999,0.11742424242424243,244,-0.5142003008324647,0.09755512943432407
"Nhà ngõ, hẻm",3.4,1.4816045409242156,85.0,40.0,4.0,80.0,2,2,1,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.05,0.05,80.0,0.1,335,-0.5102297039182272,0.10198945349952061
"Nhà ngõ, hẻm",7.999,2.1971134600518116,105.25,76.0,6.8,72.0,3,3,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.039473684210526314,0.039473684210526314,24.0,0.08947368421052632,485,0.06041952134983855,0.7323825503355704
"Nhà ngõ, hẻm",4.799,1.7576854888943036,92.29,52.0,4.0,52.0,2,2,3,Không rõ,Đã có sổ,Khác,Go Vap,0.038461538461538464,0.038461538461538464,17.333333333333332,0.07692307692307693,264,-0.33664017007390795,0.28116011505273253
"Nhà ngõ, hẻm",8.15,2.21375387928743,101.88,80.0,4.0,185.0,3,4,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.0375,0.05,61.666666666666664,0.05,266,0.07915577553889667,0.7400527325023969
"Nhà ngõ, hẻm",2.45,1.2383742310432684,153.12,16.0,4.0,16.0,1,3,3,Không rõ,Đã có sổ,Không rõ,Go Vap,0.0625,0.1875,5.333333333333333,0.25,145,-0.6281067998096519,0.028883029721955895
"Nhà ngõ, hẻm",7.6,2.151762203259462,128.16,59.3,4.0,128.0,4,3,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.06745362563237774,0.050590219224283306,42.666666666666664,0.06745362563237774,725,0.01091114107544015,0.6860019175455417
"Nhà ngõ, hẻm",5.98,1.943048916774281,142.89,41.85,4.5,41.85,3,3,3,Nội thất cao cấp,Đã có sổ,Không rõ,Go Vap,0.07168458781362007,0.07168458781362007,13.950000000000001,0.10752688172043011,221,-0.19010032770783145,0.4799856184084372
"Nhà mặt phố, mặt tiền",7.9,2.186051276738094,131.67,60.0,6.0,167.0,4,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.06666666666666667,0.03333333333333333,55.666666666666664,0.1,534,0.04813548714641648,0.7226749760306808
"Nhà ngõ, hẻm",2.3,1.1939224684724346,153.33,15.0,3.0,15.0,2,1,3,Không rõ,Đã có sổ,Hiện trạng khác,Go Vap,0.13333333333333333,0.06666666666666667,5.0,0.2,106,-0.6467189728451401,0.025047938638542665
"Nhà ngõ, hẻm",3.2,1.4350845252893227,145.45,22.0,3.5,40.0,2,1,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.09090909090909091,0.045454545454545456,20.0,0.1590909090909091,722,-0.5350459346322113,0.08509108341323106
"Nhà ngõ, hẻm",2.69,1.3056264580524357,168.12,16.0,4.0,16.0,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Go Vap,0.125,0.1875,5.333333333333333,0.25,273,-0.5983273229528709,0.044463087248322146
"Nhà ngõ, hẻm",6.8,2.0541237336955462,74.73,91.0,4.0,91.0,4,2,3,Không rõ,Đã có sổ,Nhà nở hậu,Go Vap,0.04395604395604396,0.02197802197802198,30.333333333333332,0.04395604395604396,588,-0.08835378178049647,0.5860498561840843
"Nhà ngõ, hẻm",11.5,2.5257286443082556,135.29,85.0,6.9,85.0,4,4,6,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Go Vap,0.047058823529411764,0.047058823529411764,14.166666666666666,0.0811764705882353,141,0.49482763999813134,0.8793144774688398
"Nhà ngõ, hẻm",3.0,1.3862943611198906,120.0,25.0,4.1,25.0,3,3,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.12,0.12,8.333333333333334,0.16399999999999998,319,-0.5598621653461955,0.07154841802492809
Nhà phố liền kề,3.69,1.545432582458188,108.02,34.16,4.27,34.16,2,2,1,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.0585480093676815,0.0585480093676815,34.16,0.125,367,-0.47424616938295017,0.1332694151486098
"Nhà ngõ, hẻm",3.8,1.5686159179138452,118.75,32.0,4.0,32.0,2,3,1,Nội thất đầy đủ,Đã có sổ,Hiện trạng khác,Go Vap,0.0625,0.09375,32.0,0.125,54,-0.46059724249025885,0.15232502396931927
"Nhà ngõ, hẻm",4.48,1.7011051009599243,97.39,46.0,3.9,90.0,3,2,2,Không rõ,Đã có sổ,Không rõ,Go Vap,0.06521739130434782,0.043478260869565216,45.0,0.08478260869565217,195,-0.37622205806271264,0.237176414189837
"Nhà mặt phố, mặt tiền",7.9,2.186051276738094,131.67,60.0,4.0,44.0,5,3,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Go Vap,0.08333333333333333,0.05,14.666666666666666,0.06666666666666667,276,0.04813548714641648,0.7226749760306808
Nhà phố liền kề,6.8,2.0541237336955462,126.16,53.9,5.2,157.1,4,4,4,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Go Vap,0.07421150278293136,0.07421150278293136,39.275,0.09647495361781076,386,-0.08835378178049647,0.5860498561840843
